"FindID","PrimaryMaterial","Denomination","Tribe","Easting","Northing"
"CCI-730122","Copper alloy","Stater (copper alloy)","Corieltavi",408200,314500
"CCI-740007","Copper alloy","Stater (copper alloy)","Corieltavi",441000,327100
"CCI-740009","Copper alloy","Stater (copper alloy)","Corieltavi",458000,335000
"CCI-740018","Silver","Half unit (silver)","Corieltavi",458000,335000
"CCI-740019","Gold","Stater (gold)","Corieltavi",429000,363000
"CCI-740022","Silver","Unit (silver)","Corieltavi",441000,327100
"CCI-740153","Gold","Stater (gold)","Corieltavi",473900,254200
"CCI-760007","Gold","Stater (gold)","Corieltavi",469000,308000
"CCI-770001","Copper alloy","Stater (copper alloy)","Corieltavi",437400,290300
"CCI-770002","Silver","Unit (silver)","Corieltavi",444100,308300
"CCI-780006","Gold","Stater (gold)","Corieltavi",442800,317500
"CCI-780008","Silver","Unit (silver)","Corieltavi",451900,342800
"CCI-780009","Silver","Half unit (silver)","Corieltavi",451900,342800
"CCI-810013","Copper alloy","Stater (copper alloy)","Corieltavi",429000,256800
"CCI-810014","Silver","Unit (silver)","Corieltavi",441000,345000
"CCI-810089","Gold","uncertain","Corieltavi",457200,357100
"CCI-820142","Silver","Half unit (silver)","Corieltavi",339000,273000
"CCI-830241","Gold","Stater (gold)","Corieltavi",394700,291800
"CCI-83026","Copper alloy","Stater (copper alloy)","Corieltavi",469000,308000
"CCI-840238","Silver","Unit (silver)","Corieltavi",456000,348000
"CCI-840239","Silver","Unit (silver)","Corieltavi",456000,348000
"CCI-840682","Gold","Stater (gold)","Corieltavi",366100,291200
"CCI-860408","Copper alloy","Stater (copper alloy)","Corieltavi",410000,333000
"CCI-860409","Silver","Unit (silver)","Corieltavi",407000,327000
"CCI-870697","Silver","Unit (silver)","Corieltavi",410000,333000
"CCI-870703","Silver","Unit (silver)","Corieltavi",368500,279700
"CCI-880079","Gold","Stater (gold)","Corieltavi",374400,310600
"CCI-89021","Silver","Quarter unit","Corieltavi",474000,332000
"CCI-90023","Gold","Stater (gold)","Corieltavi",497100,222500
"CCI-900795","Gold","Stater (gold)","Corieltavi",410000,333000
"CCI-900806","Gold","Stater (gold)","Corieltavi",426800,353700
"CCI-900838","Silver","Unit (silver)","Corieltavi",441000,345000
"CCI-900964","Silver","Unit (silver)","Corieltavi",408000,314000
"CCI-910337","Copper alloy","Stater (copper alloy)","Corieltavi",422400,112900
"CCI-910342","Copper alloy","Stater (copper alloy)","Corieltavi",422400,112900
"CCI-91046","Silver","Unit (silver)","Corieltavi",418000,345000
"CCI-910466","Silver","Unit (silver)","Corieltavi",362400,261400
"CCI-910538","Copper alloy","Stater (copper alloy)","Corieltavi",412000,172000
"CCI-920046","Gold","Stater (gold)","Corieltavi",328000,285000
"CCI-920169","Silver","Unit (silver)","Corieltavi",491000,306000
"CCI-920172","Copper alloy","Stater (copper alloy)","Corieltavi",5e+05,288000
"CCI-920436","Copper alloy","Stater (copper alloy)","Corieltavi",474000,332000
"CCI-92045","Copper alloy","Stater (copper alloy)","Corieltavi",402000,203000
"CCI-920526","Silver","Unit (silver)","Corieltavi",498400,219700
"CCI-920625","Silver","Unit (silver)","Corieltavi",465000,362000
"CCI-920697","Copper alloy","Stater (copper alloy)","Corieltavi",4e+05,203000
"CCI-930294","Gold","Stater (gold)","Corieltavi",382000,306000
"CCI-93033","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930331","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930345","Gold","Quarter stater (gold)","Corieltavi",298000,138000
"CCI-930346","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-930347","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-930348","Copper alloy","Stater (copper alloy)","Corieltavi",456000,355000
"CCI-930381","Copper alloy","Stater (copper alloy)","Corieltavi",439100,221400
"CCI-930406","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930415","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930416","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930417","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930418","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930419","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-93042","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930421","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930422","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930423","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930424","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930425","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930452","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-930584","Silver","Unit (silver)","Corieltavi",308000,364000
"CCI-930782","Gold","Stater (gold)","Corieltavi",469000,308000
"CCI-930804","Silver","Unit (silver)","Corieltavi",448000,353000
"CCI-930836","Silver","Half unit (silver)","Corieltavi",453000,298000
"CCI-930848","Silver","Unit (silver)","Corieltavi",448000,353000
"CCI-930849","Silver","Unit (silver)","Corieltavi",448000,353000
"CCI-94008","Silver","Unit (silver)","Corieltavi",475000,243800
"CCI-940118","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-94046","Silver","Unit (silver)","Corieltavi",458000,335000
"CCI-940791","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-940922","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-940992","Gold","Stater (gold)","Corieltavi",383000,282000
"CCI-94103","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-941229","Gold","Stater (gold)","Corieltavi",425700,326700
"CCI-941258","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-941259","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-94126","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-941261","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-941262","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-941263","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-941264","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-941265","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-941266","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-941267","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-941268","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-941298","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-941386","Copper alloy","Stater (copper alloy)","Corieltavi",373000,314000
"CCI-94143","Silver","Half unit (silver)","Corieltavi",455000,217000
"CCI-941558","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-941608","Silver","Half unit (silver)","Corieltavi",456000,355000
"CCI-941609","Silver","Half unit (silver)","Corieltavi",456000,355000
"CCI-95068","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-950947","Silver","Unit (silver)","Corieltavi",339000,348000
"CCI-951057","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-951232","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-951233","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-95292","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953344","Silver","Unit (silver)","Corieltavi",459000,330000
"CCI-953349","Silver","Half unit (silver)","Corieltavi",474000,332000
"CCI-953477","Silver","Unit (silver)","Corieltavi",460925,318621
"CCI-953589","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-95359","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953591","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953592","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953593","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953594","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953595","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953596","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953597","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953598","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953599","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-9536","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953601","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953602","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953603","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953604","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953605","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953606","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953607","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953608","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953609","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-95361","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953611","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953612","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953613","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953614","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953615","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953616","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953617","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953618","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953619","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-95362","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953621","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953622","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953623","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953624","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953625","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953626","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953627","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953628","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953629","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-95363","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953631","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953632","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953633","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953634","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953635","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953636","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953637","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953638","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953639","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-95364","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953641","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953642","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953643","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953644","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953645","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953646","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953647","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953648","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953649","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-95365","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953651","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953652","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953653","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953654","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953655","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953656","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953657","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953658","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953659","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-95366","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953661","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953662","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953663","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953664","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953665","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953666","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953667","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953668","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953669","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-95367","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953671","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953672","Copper alloy","Stater (copper alloy)","Corieltavi",482000,354000
"CCI-953673","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953674","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953675","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953677","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953678","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953679","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-95368","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953681","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953682","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953683","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953684","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953685","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-95372","Gold","Stater (gold)","Corieltavi",448000,281000
"CCI-953741","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953742","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953743","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953744","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-953916","Silver","Unit (silver)","Corieltavi",420000,349000
"CCI-960982","Gold","Stater (gold)","Corieltavi",378000,275000
"CCI-960989","Copper alloy","Stater (copper alloy)","Corieltavi",409000,245000
"CCI-961032","Gold","Stater (gold)","Corieltavi",447000,308000
"CCI-961488","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-961686","Gold","Stater (gold)","Corieltavi",474000,332000
"CCI-962083","Gold","Stater (gold)","Corieltavi",429000,363000
"CCI-962166","Silver","Half unit (silver)","Corieltavi",453000,298000
"CCI-962176","Silver","Half unit (silver)","Corieltavi",448000,353000
"CCI-962429","Gold","Quarter stater (gold)","Corieltavi",477000,218000
"CCI-962694","Gold","Stater (gold)","Corieltavi",373000,314000
"CCI-970034","Silver","Unit (silver)","Corieltavi",462000,318000
"CCI-970044","Silver","Half unit (silver)","Corieltavi",456000,355000
"CCI-970206","Silver","Unit (silver)","Corieltavi",459000,330000
"CCI-971057","Gold","Stater (gold)","Corieltavi",390000,320000
"CCI-971352","Gold","Stater (gold)","Corieltavi",469000,308000
"CCI-971578","Gold","Quarter stater (gold)","Corieltavi",456000,348000
"CCI-971736","Gold","Stater (gold)","Corieltavi",4e+05,362000
"CCI-971737","Gold","Stater (gold)","Corieltavi",474000,335000
"CCI-971738","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-971743","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-971749","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-971761","Gold","Stater (gold)","Corieltavi",459000,326000
"CCI-971764","Gold","Stater (gold)","Corieltavi",428000,336000
"CCI-971833","Copper alloy","Stater (copper alloy)","Corieltavi",446000,353000
"CCI-972226","Gold","Stater (gold)","Corieltavi",456000,355000
"CCI-972273","Copper alloy","Stater (copper alloy)","Corieltavi",456000,355000
"CCI-972335","Copper alloy","Stater (copper alloy)","Corieltavi",358000,259000
"CCI-980167","Gold","Stater (gold)","Corieltavi",495000,303000
"CCI-980739","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-980741","Silver","Half unit (silver)","Corieltavi",456000,355000
"CCI-980742","Copper alloy","Stater (copper alloy)","Corieltavi",392000,346000
"CCI-981296","Gold","Quarter stater (gold)","Corieltavi",420000,363000
"CCI-981394","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-981982","Gold","Stater (gold)","Corieltavi",457000,315000
"CCI-982042","Copper alloy","Stater (copper alloy)","Corieltavi",476000,346000
"CCI-982043","Copper alloy","Stater (copper alloy)","Corieltavi",468279,302549
"CCI-982186","Copper alloy","Stater (copper alloy)","Corieltavi",395000,299000
"CCI-982337","Gold","Stater (gold)","Corieltavi",425000,359000
"CCI-982338","Copper alloy","Stater (copper alloy)","Corieltavi",306500,318200
"CCI-990133","Gold","Stater (gold)","Corieltavi",371000,347000
"CCI-990849","Gold","Stater (gold)","Corieltavi",426000,357000
"CCI-990871","Silver","Unit (silver)","Corieltavi",453000,298000
"CCI-991151","Gold","Stater (gold)","Corieltavi",456000,355000
"CCI-991254","Gold","Stater (gold)","Corieltavi",444000,360000
"CCI-991288","Gold","Stater (gold)","Corieltavi",464000,352000
"CCI-991584","Gold","Stater (gold)","Corieltavi",385000,326000
"CCI-991585","Gold","Stater (gold)","Corieltavi",459000,348000
"CCI-99202","Silver","Unit (silver)","Corieltavi",452000,289000
"CCI-820146","Silver","Unit (silver)","Corieltavi",460000,334000
"CCI-89002","Gold","Stater (gold)","Corieltavi",337000,197000
"CCI-910543","Copper alloy","Stater (copper alloy)","Corieltavi",413900,172400
"CCI-920461","Gold","Stater (gold)","Corieltavi",360000,265000
"CCI-00029","Copper alloy","Potin (Cast bronze)","Cantii",5e+05,252000
"CCI-00113","Gold","Quarter stater (gold)","Cantii",398000,139000
"CCI-00114","Gold","Quarter stater (gold)","Cantii",398000,139000
"CCI-00264","Silver","Unit (silver)","Cantii",464000,249000
"CCI-00454","Copper alloy","Potin (Cast bronze)","Cantii",459000,326000
"CCI-00455","Copper alloy","Potin (Cast bronze)","Cantii",459000,326000
"CCI-00457","Copper alloy","Potin (Cast bronze)","Cantii",491000,306000
"CCI-00972","Copper alloy","Potin (Cast bronze)","Cantii",456000,161000
