"FindID","PrimaryMaterial","Denomination","Tribe","Easting","Northing"
"CCI-980108","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-980123","Gold","Quarter stater (gold)","Trinovantes",488000,233000
"CCI-980171","Gold","Stater (gold)","Trinovantes",372700,188640
"CCI-980173","Silver","Unit (silver)","Trinovantes",437000,253000
"CCI-980174","Copper alloy","Unit (copper alloy)","Trinovantes",437000,253000
"CCI-980175","Copper alloy","Unit (copper alloy)","Trinovantes",437000,253000
"CCI-980177","Copper alloy","Unit (copper alloy)","Trinovantes",437000,253000
"CCI-980178","Copper alloy","Unit (copper alloy)","Trinovantes",437000,253000
"CCI-980179","Copper alloy","Unit (copper alloy)","Trinovantes",437000,253000
"CCI-98018","Copper alloy","Unit (copper alloy)","Trinovantes",437000,253000
"CCI-980181","Gold","Stater (gold)","Trinovantes",437000,253000
"CCI-980337","Copper alloy","Unit (copper alloy)","Trinovantes",482000,186000
"CCI-980396","Gold","Stater (gold)","Trinovantes",462000,199000
"CCI-980399","Silver","Unit (silver)","Trinovantes",451000,216000
"CCI-9804","Silver","Unit (silver)","Trinovantes",451000,216000
"CCI-980401","Gold","Quarter stater (gold)","Trinovantes",451000,216000
"CCI-980402","Gold","Quarter stater (gold)","Trinovantes",451000,216000
"CCI-980403","Gold","Quarter stater (gold)","Trinovantes",451000,216000
"CCI-980404","Gold","Quarter stater (gold)","Trinovantes",451000,216000
"CCI-980405","Gold","Quarter stater (gold)","Trinovantes",451000,216000
"CCI-980426","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-980427","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-980428","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-980429","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-98043","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-980431","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-980432","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-980433","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-980434","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-980435","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-980436","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-980437","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-980438","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-980439","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-98044","Gold","Stater (gold)","Trinovantes",412000,245000
"CCI-980496","Gold","Stater (gold)","Trinovantes",452000,216000
"CCI-980498","Gold","Quarter stater (gold)","Trinovantes",498000,231000
"CCI-980499","Copper alloy","Unit (copper alloy)","Trinovantes",498000,231000
"CCI-980502","Gold","Quarter stater (gold)","Trinovantes",498000,231000
"CCI-980504","Gold","Stater (gold)","Trinovantes",476000,229000
"CCI-980507","Gold","Quarter stater (gold)","Trinovantes",464000,217000
"CCI-980607","Gold","Stater (gold)","Trinovantes",477000,218000
"CCI-98061","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980611","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980612","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980613","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980614","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980615","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980616","Gold","Stater (gold)","Trinovantes",477000,218000
"CCI-980617","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980618","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980619","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-98062","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980621","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980622","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980623","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980624","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980625","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980626","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980627","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980628","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980629","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-98063","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980631","Gold","Quarter stater (gold)","Trinovantes",477000,218000
"CCI-980698","Copper alloy","Unit (copper alloy)","Trinovantes",474000,243000
"CCI-980699","Silver","Unit (silver)","Trinovantes",474000,243000
"CCI-980711","Gold","Stater (gold)","Trinovantes",421000,149000
"CCI-981025","Silver","Unit (silver)","Trinovantes",402000,189000
"CCI-98106","Gold","Stater (gold)","Trinovantes",464000,217000
"CCI-981061","Gold","Quarter stater (gold)","Trinovantes",452000,216000
"CCI-981062","Copper alloy","Unit (copper alloy)","Trinovantes",474000,243000
"CCI-981064","Copper alloy","Unit (copper alloy)","Trinovantes",474000,243000
"CCI-981066","Copper alloy","Unit (copper alloy)","Trinovantes",5e+05,252000
"CCI-981068","Silver","Unit (silver)","Trinovantes",489000,235000
"CCI-981069","Silver","Unit (silver)","Trinovantes",478000,252000
"CCI-981072","Gold","Quarter stater (gold)","Trinovantes",358000,267000
"CCI-981078","Copper alloy","Unit (copper alloy)","Trinovantes",474000,243000
"CCI-981117","Copper alloy","Unit (copper alloy)","Trinovantes",488700,233600
"CCI-981118","Copper alloy","Unit (copper alloy)","Trinovantes",488700,233600
"CCI-981119","Copper alloy","Unit (copper alloy)","Trinovantes",488700,233600
"CCI-98112","Copper alloy","Unit (copper alloy)","Trinovantes",488700,233600
"CCI-981121","Copper alloy","Unit (copper alloy)","Trinovantes",488700,233600
"CCI-981122","Copper alloy","Unit (copper alloy)","Trinovantes",488700,233600
"CCI-981123","Silver","Unit (silver)","Trinovantes",488700,233600
"CCI-981124","Copper alloy","Unit (copper alloy)","Trinovantes",488700,233600
"CCI-981125","Copper alloy","Unit (copper alloy)","Trinovantes",488700,233600
"CCI-981126","Copper alloy","Unit (copper alloy)","Trinovantes",488700,233600
"CCI-981127","Copper alloy","Unit (copper alloy)","Trinovantes",488700,233600
"CCI-981128","Copper alloy","Unit (copper alloy)","Trinovantes",488700,233600
"CCI-981129","Copper alloy","Unit (copper alloy)","Trinovantes",488700,233600
"CCI-98113","Copper alloy","Unit (copper alloy)","Trinovantes",488700,233600
"CCI-981141","Silver","Unit (silver)","Trinovantes",398000,188000
"CCI-981142","Silver","Unit (silver)","Trinovantes",395000,182000
"CCI-981144","Gold","Stater (gold)","Trinovantes",412000,133000
"CCI-98118","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-981181","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-981182","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-981183","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-981184","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-981185","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-981186","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-981187","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-981188","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-9812","Silver","Unit (silver)","Trinovantes",396100,184200
"CCI-981218","Gold","Stater (gold)","Trinovantes",460000,206000
"CCI-98125","Gold","Stater (gold)","Trinovantes",371000,179000
"CCI-981251","Gold","Stater (gold)","Trinovantes",371000,179000
"CCI-981253","Copper alloy","Unit (copper alloy)","Trinovantes",5e+05,252000
"CCI-981255","Gold","Quarter stater (gold)","Trinovantes",488000,233000
"CCI-981256","Gold","Stater (gold)","Trinovantes",371000,179000
"CCI-981257","Gold","Stater (gold)","Trinovantes",371000,179000
"CCI-981258","Gold","Stater (gold)","Trinovantes",371000,179000
"CCI-981259","Gold","Stater (gold)","Trinovantes",371000,179000
"CCI-981261","Silver","Unit (silver)","Trinovantes",401000,196000
"CCI-981337","Copper alloy","Unit (copper alloy)","Trinovantes",401000,216000
"CCI-98136","Copper alloy","uncertain","Trinovantes",403000,221000
"CCI-981367","Gold","Stater (gold)","Trinovantes",360000,179000
"CCI-9814","Silver","Unit (silver)","Trinovantes",491000,258000
"CCI-981401","Silver","Unit (silver)","Trinovantes",491000,258000
"CCI-981402","Gold","Stater (gold)","Trinovantes",464000,217000
"CCI-981415","Silver","Unit (silver)","Trinovantes",498000,217000
"CCI-981996","Gold","Quarter stater (gold)","Trinovantes",464000,217000
"CCI-981997","Copper alloy","Unit (copper alloy)","Trinovantes",430000,213000
"CCI-981998","Copper alloy","Unit (copper alloy)","Trinovantes",407000,204000
"CCI-981999","Copper alloy","Unit (copper alloy)","Trinovantes",425000,253000
"CCI-982002","Gold","Quarter stater (gold)","Trinovantes",498000,231000
"CCI-982005","Silver","Unit (silver)","Trinovantes",404000,217000
"CCI-98202","Silver","Half unit (silver)","Trinovantes",440000,116000
"CCI-982027","Copper alloy","Unit (copper alloy)","Trinovantes",425000,253000
"CCI-982064","Copper alloy","Unit (copper alloy)","Trinovantes",460000,258000
"CCI-982067","Copper alloy","Unit (copper alloy)","Trinovantes",486000,239000
"CCI-98207","Copper alloy","Unit (copper alloy)","Trinovantes",386000,222000
"CCI-982091","Copper alloy","Unit (copper alloy)","Trinovantes",469000,187000
"CCI-982159","Silver","Unit (silver)","Trinovantes",439000,293000
"CCI-982302","Copper alloy","Unit (copper alloy)","Trinovantes",5e+05,252000
"CCI-982326","Silver","Unit (silver)","Trinovantes",473000,218000
"CCI-982327","Silver","Unit (silver)","Trinovantes",488000,233000
"CCI-982398","Silver","Unit (silver)","Trinovantes",467500,203900
"CCI-990024","Silver","Unit (silver)","Trinovantes",468179,270130
"CCI-990268","Silver","Unit (silver)","Trinovantes",466850,185980
"CCI-990534","Copper alloy","Unit (copper alloy)","Trinovantes",406800,97200
"CCI-990582","Gold","Stater (gold)","Trinovantes",486000,239000
"CCI-990583","Gold","Stater (gold)","Trinovantes",371000,179000
"CCI-990633","Gold","Stater (gold)","Trinovantes",464000,217000
"CCI-990636","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-990638","Gold","Quarter stater (gold)","Trinovantes",478000,252000
"CCI-990639","Gold","Quarter stater (gold)","Trinovantes",488000,233000
"CCI-99064","Silver","Unit (silver)","Trinovantes",488000,233000
"CCI-990641","Gold","Stater (gold)","Trinovantes",371000,179000
"CCI-990657","Silver","Unit (silver)","Trinovantes",437000,222000
"CCI-990659","Copper alloy","Stater (copper alloy)","Trinovantes",348000,261000
"CCI-990678","Gold","Stater (gold)","Trinovantes",421000,280000
"CCI-990684","Gold","Quarter stater (gold)","Trinovantes",491000,306000
"CCI-990735","Silver","Unit (silver)","Trinovantes",464000,217000
"CCI-990829","Gold","Stater (gold)","Trinovantes",418000,204000
"CCI-990847","Copper alloy","Unit (copper alloy)","Trinovantes",464000,241000
"CCI-990861","Gold","Stater (gold)","Trinovantes",436000,114000
"CCI-990878","Gold","Quarter stater (gold)","Trinovantes",464000,217000
"CCI-99088","Gold","Quarter stater (gold)","Trinovantes",488000,233000
"CCI-990883","Silver","Unit (silver)","Trinovantes",485000,250000
"CCI-990908","Silver","Unit (silver)","Trinovantes",474000,280000
"CCI-990922","Gold","Stater (gold)","Trinovantes",451200,216300
"CCI-990923","Gold","Quarter stater (gold)","Trinovantes",451200,216300
"CCI-991031","Copper alloy","Unit (copper alloy)","Trinovantes",406000,229000
"CCI-991148","Silver","Unit (silver)","Trinovantes",408000,217000
"CCI-991149","Copper alloy","Unit (copper alloy)","Trinovantes",386000,197000
"CCI-991155","Silver","Unit (silver)","Trinovantes",494000,268000
"CCI-991261","Gold","Stater (gold)","Trinovantes",371000,179000
"CCI-991302","Gold","Stater (gold)","Trinovantes",407000,219000
"CCI-99137","Silver","Unit (silver)","Trinovantes",498000,231000
"CCI-991371","Gold","Stater (gold)","Trinovantes",438000,116000
"CCI-991376","Gold","Quarter stater (gold)","Trinovantes",489000,259000
"CCI-991377","Gold","Stater (gold)","Trinovantes",451000,208000
"CCI-991382","Silver","Unit (silver)","Trinovantes",5e+05,252000
"CCI-991388","Silver","Unit (silver)","Trinovantes",474000,243000
"CCI-991691","Copper alloy","Unit (copper alloy)","Trinovantes",4e+05,225000
"CCI-991693","Silver","Unit (silver)","Trinovantes",499000,209000
"CCI-991694","Copper alloy","Stater (copper alloy)","Trinovantes",405000,235000
"CCI-991845","Copper alloy","Unit (copper alloy)","Trinovantes",405000,255000
"CCI-992021","Copper alloy","Unit (copper alloy)","Trinovantes",452000,289000
"CCI-992022","Copper alloy","Unit (copper alloy)","Trinovantes",452000,289000
"CCI-992023","Silver","Unit (silver)","Trinovantes",452000,289000
"CCI-992024","Silver","Unit (silver)","Trinovantes",452000,289000
"CCI-00499","Copper alloy","Unit (copper alloy)","Trinovantes",440000,246000
"CCI-00604","Copper alloy","Unit (copper alloy)","Trinovantes",488000,233000
"CCI-20489","Copper alloy","Unit (copper alloy)","Trinovantes",489000,235000
"CCI-30277","Copper alloy","Unit (copper alloy)","Trinovantes",488000,233000
"CCI-30425","Copper alloy","Stater (copper alloy)","Trinovantes",5e+05,252000
"CCI-3062","Gold","Stater (gold)","Trinovantes",450271,112544
"CCI-890204","Copper alloy","Unit (copper alloy)","Trinovantes",494000,268000
"CCI-90028","Copper alloy","Unit (copper alloy)","Trinovantes",497100,222500
"CCI-900295","Copper alloy","Unit (copper alloy)","Trinovantes",497100,222500
"CCI-900933","Copper alloy","Unit (copper alloy)","Trinovantes",497100,222500
"CCI-940001","Copper alloy","Unit (copper alloy)","Trinovantes",439510,262760
"CCI-940004","Copper alloy","Unit (copper alloy)","Trinovantes",433900,253300
"CCI-961813","Copper alloy","Unit (copper alloy)","Trinovantes",409000,206000
"CCI-00127","Silver","Half unit (silver)","Corieltavi",448000,353000
"CCI-00133","Silver","Half unit (silver)","Corieltavi",448000,353000
"CCI-00134","Silver","Half unit (silver)","Corieltavi",447000,344000
"CCI-00135","Silver","Half unit (silver)","Corieltavi",457000,334000
"CCI-00136","Silver","Half unit (silver)","Corieltavi",461000,323000
"CCI-00152","Silver","Half unit (silver)","Corieltavi",441000,327000
"CCI-00153","Silver","Half unit (silver)","Corieltavi",474000,332000
"CCI-00155","Silver","Half unit (silver)","Corieltavi",465000,311000
"CCI-00158","Silver","Half unit (silver)","Corieltavi",448000,353000
"CCI-0016","Silver","Half unit (silver)","Corieltavi",444000,353000
"CCI-00165","Silver","Unit (silver)","Corieltavi",459000,326000
"CCI-00166","Silver","Unit (silver)","Corieltavi",447000,343000
"CCI-00168","Silver","Unit (silver)","Corieltavi",459000,330000
"CCI-00169","Silver","Unit (silver)","Corieltavi",447000,342000
"CCI-00172","Silver","Unit (silver)","Corieltavi",466000,314000
"CCI-00173","Silver","Unit (silver)","Corieltavi",441000,345000
"CCI-00178","Silver","Unit (silver)","Corieltavi",466252,310736
"CCI-00179","Silver","Unit (silver)","Corieltavi",466000,314000
"CCI-00181","Silver","Unit (silver)","Corieltavi",459000,326000
"CCI-00182","Silver","Unit (silver)","Corieltavi",469000,308000
"CCI-00183","Silver","Unit (silver)","Corieltavi",458000,335000
"CCI-00184","Silver","Unit (silver)","Corieltavi",459000,326000
"CCI-00185","Silver","Unit (silver)","Corieltavi",458000,335000
"CCI-00186","Silver","Unit (silver)","Corieltavi",466000,301000
"CCI-00191","Silver","Unit (silver)","Corieltavi",449000,282000
"CCI-00192","Silver","Unit (silver)","Corieltavi",491000,306000
"CCI-00193","Silver","Unit (silver)","Corieltavi",462000,308000
"CCI-00199","Silver","Unit (silver)","Corieltavi",441000,345000
"CCI-002","Silver","Unit (silver)","Corieltavi",460993,307153
"CCI-00201","Silver","Unit (silver)","Corieltavi",459000,326000
"CCI-00202","Silver","Unit (silver)","Corieltavi",457000,304000
"CCI-00205","Silver","Unit (silver)","Corieltavi",448000,283000
"CCI-00206","Silver","Unit (silver)","Corieltavi",441000,345000
"CCI-0027","Copper alloy","Stater (copper alloy)","Corieltavi",448000,338000
"CCI-00271","Copper alloy","Stater (copper alloy)","Corieltavi",460000,331000
"CCI-00274","Copper alloy","Stater (copper alloy)","Corieltavi",469000,321000
"CCI-00276","Copper alloy","Stater (copper alloy)","Corieltavi",491000,306000
"CCI-00278","Copper alloy","Stater (copper alloy)","Corieltavi",460000,331000
"CCI-00284","Gold","Stater (gold)","Corieltavi",446000,353000
"CCI-00288","Gold","Stater (gold)","Corieltavi",463000,320000
"CCI-0029","Gold","Stater (gold)","Corieltavi",469000,308000
"CCI-00369","Copper alloy","Stater (copper alloy)","Corieltavi",383000,289000
"CCI-00371","Silver","Unit (silver)","Corieltavi",469000,308000
"CCI-00771","Silver","Unit (silver)","Corieltavi",462000,357000
"CCI-0115","Copper alloy","Stater (copper alloy)","Corieltavi",462000,308000
"CCI-01547","Gold","Stater (gold)","Corieltavi",485000,360000
"CCI-0178","Gold","Stater (gold)","Corieltavi",485000,360000
"CCI-01906","Copper alloy","Stater (copper alloy)","Corieltavi",489000,259000
"CCI-01948","Copper alloy","Stater (copper alloy)","Corieltavi",402000,342000
"CCI-10074","Gold","Stater (gold)","Corieltavi",421000,291000
"CCI-1008","Gold","Stater (gold)","Corieltavi",469000,311000
"CCI-10132","Copper alloy","Stater (copper alloy)","Corieltavi",456000,355000
"CCI-10238","Copper alloy","Stater (copper alloy)","Corieltavi",408000,355000
"CCI-10239","Copper alloy","Stater (copper alloy)","Corieltavi",408000,355000
"CCI-10246","Gold","Stater (gold)","Corieltavi",474000,332000
"CCI-1025","Gold","Stater (gold)","Corieltavi",474000,332000
"CCI-10252","Gold","Stater (gold)","Corieltavi",474000,332000
"CCI-10254","Gold","Stater (gold)","Corieltavi",474000,332000
"CCI-10257","Gold","Stater (gold)","Corieltavi",474000,332000
"CCI-10261","Gold","Stater (gold)","Corieltavi",462000,357000
"CCI-10413","Silver","Half unit (silver)","Corieltavi",448000,353000
"CCI-10553","Gold","Stater (gold)","Corieltavi",354000,258000
"CCI-10981","Copper alloy","Stater (copper alloy)","Corieltavi",456000,355000
"CCI-10982","Silver","Unit (silver)","Corieltavi",459000,339000
"CCI-11008","Gold","Stater (gold)","Corieltavi",408000,355000
"CCI-11124","Gold","Stater (gold)","Corieltavi",466000,360000
"CCI-11409","Silver","Unit (silver)","Corieltavi",465000,362000
"CCI-11443","Gold","Stater (gold)","Corieltavi",456000,355000
"CCI-1156","Silver","Unit (silver)","Corieltavi",433000,296000
"CCI-11568","Gold","Stater (gold)","Corieltavi",458000,360000
"CCI-11569","Gold","Stater (gold)","Corieltavi",441000,345000
"CCI-11594","Silver","Unit (silver)","Corieltavi",382000,188000
"CCI-11666","Gold","Stater (gold)","Corieltavi",456000,355000
"CCI-20002","Gold","Stater (gold)","Corieltavi",456000,355000
"CCI-20048","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-20089","Gold","Stater (gold)","Corieltavi",333000,228000
"CCI-20117","Silver","Half unit (silver)","Corieltavi",456000,355000
"CCI-20118","Silver","Half unit (silver)","Corieltavi",461000,355000
"CCI-20119","Silver","Unit (silver)","Corieltavi",461000,355000
"CCI-20153","Gold","Stater (gold)","Corieltavi",456000,355000
"CCI-20237","Silver","Half unit (silver)","Corieltavi",495000,303000
"CCI-20238","Silver","Half unit (silver)","Corieltavi",495000,303000
"CCI-20313","Silver","Unit (silver)","Corieltavi",459000,330000
"CCI-20334","Silver","Unit (silver)","Corieltavi",408000,355000
"CCI-20433","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-205","Copper alloy","Stater (copper alloy)","Corieltavi",380000,220000
"CCI-20503","Copper alloy","Stater (copper alloy)","Corieltavi",390000,320000
"CCI-20504","Gold","Stater (gold)","Corieltavi",383000,289000
"CCI-20532","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-20562","Silver","Half unit (silver)","Corieltavi",482000,354000
"CCI-20672","Copper alloy","Stater (copper alloy)","Corieltavi",461000,355000
"CCI-20741","Gold","Stater (gold)","Corieltavi",464000,354000
"CCI-20796","Silver","Unit (silver)","Corieltavi",426000,355000
"CCI-20903","Silver","Unit (silver)","Corieltavi",463000,356000
"CCI-20975","Gold","Stater (gold)","Corieltavi",453000,317000
"CCI-2098","Silver","Unit (silver)","Corieltavi",441000,345000
"CCI-20981","Silver","Unit (silver)","Corieltavi",455000,326000
"CCI-21029","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-2103","Gold","Stater (gold)","Corieltavi",406000,341000
"CCI-21031","Silver","Unit (silver)","Corieltavi",406000,341000
"CCI-21032","Silver","Unit (silver)","Corieltavi",406000,341000
"CCI-30096","Gold","Stater (gold)","Corieltavi",401000,307000
"CCI-30099","Silver","Unit (silver)","Corieltavi",469000,308000
"CCI-30117","Copper alloy","Stater (copper alloy)","Corieltavi",394000,306000
"CCI-30159","Silver","Unit (silver)","Corieltavi",452000,356000
"CCI-30217","Silver","Unit (silver)","Corieltavi",462000,357000
"CCI-30318","Gold","Stater (gold)","Corieltavi",455000,326000
"CCI-30462","Gold","Stater (gold)","Corieltavi",430450,301250
"CCI-30498","Silver","Half unit (silver)","Corieltavi",458000,355000
"CCI-30599","Silver","Unit (silver)","Corieltavi",494000,268000
"CCI-30601","Silver","Unit (silver)","Corieltavi",385000,229000
"CCI-30646","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-30648","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-30716","Gold","Stater (gold)","Corieltavi",482000,354000
"CCI-30717","Silver","Unit (silver)","Corieltavi",482000,354000
"CCI-3073","Gold","Stater (gold)","Corieltavi",344000,256000
"CCI-30881","Gold","Stater (gold)","Corieltavi",425000,359000
"CCI-31422","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-31423","Silver","Half unit (silver)","Corieltavi",456000,355000
"CCI-31464","Gold","Stater (gold)","Corieltavi",456000,355000
"CCI-31515","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-31516","Copper alloy","Unit (copper alloy)","Corieltavi",456000,355000
"CCI-31517","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-31518","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-31519","Silver","Half unit (silver)","Corieltavi",456000,355000
"CCI-3152","Copper alloy","Half unit (silver)","Corieltavi",456000,355000
"CCI-31521","Silver","Half unit (silver)","Corieltavi",456000,355000
"CCI-40071","Copper alloy","Stater (copper alloy)","Corieltavi",458800,355500
"CCI-40109","Silver","Unit (silver)","Corieltavi",458000,348000
"CCI-40152","Gold","Stater (gold)","Corieltavi",401000,307000
"CCI-40341","Copper alloy","Stater (copper alloy)","Corieltavi",456000,355000
"CCI-40515","Gold","Stater (gold)","Corieltavi",385000,297000
"CCI-40516","Gold","Stater (gold)","Corieltavi",425000,359000
"CCI-40613","Copper alloy","Stater (copper alloy)","Corieltavi",448000,353000
"CCI-40618","Copper alloy","Stater (copper alloy)","Corieltavi",488000,233000
"CCI-4062","Copper alloy","Stater (copper alloy)","Corieltavi",469000,308000
"CCI-40621","Copper alloy","Stater (copper alloy)","Corieltavi",401000,307000
"CCI-40634","Copper alloy","Stater (copper alloy)","Corieltavi",438000,268000
"CCI-40638","Copper alloy","Stater (copper alloy)","Corieltavi",423000,353000
"CCI-40694","Silver","Unit (silver)","Corieltavi",451000,343000
"CCI-42006","Silver","Unit (silver)","Corieltavi",456000,355000
"CCI-4211","Gold","Stater (gold)","Corieltavi",474000,332000
"CCI-42164","Gold","Stater (gold)","Corieltavi",470000,365000
"CCI-42165","Silver","Unit (silver)","Corieltavi",458010,323300
"CCI-42183","Silver","Half unit (silver)","Corieltavi",451000,343000
"CCI-42331","Gold","Stater (gold)","Corieltavi",402300,248700
"CCI-610067","Gold","Stater (gold)","Corieltavi",493300,335520
"CCI-61009","Silver","Unit (silver)","Corieltavi",468200,309700
"CCI-610091","Silver","Unit (silver)","Corieltavi",468200,309700
"CCI-610092","Silver","Unit (silver)","Corieltavi",468200,309700
"CCI-610114","Silver","Half unit (silver)","Corieltavi",457700,355800
"CCI-610115","Silver","Half unit (silver)","Corieltavi",457700,355800
"CCI-610116","Silver","Half unit (silver)","Corieltavi",440800,327200
"CCI-610124","Gold","Stater (gold)","Corieltavi",496000,319000
"CCI-630009","Gold","Stater (gold)","Corieltavi",395000,337000
"CCI-630013","Gold","Stater (gold)","Corieltavi",399700,196900
"CCI-630015","Gold","Stater (gold)","Corieltavi",406200,312700
"CCI-630047","Copper alloy","Stater (copper alloy)","Corieltavi",413900,172400
"CCI-63005","Gold","Stater (gold)","Corieltavi",446300,295900
"CCI-630095","Silver","Unit (silver)","Corieltavi",419000,256000
"CCI-630141","Silver","Unit (silver)","Corieltavi",440800,327200
"CCI-63015","Silver","Half unit (silver)","Corieltavi",448300,353700
"CCI-64001","Copper alloy","Stater (copper alloy)","Corieltavi",441000,327100
"CCI-640013","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-640014","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-640015","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-640016","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-640017","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-640018","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-640019","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-64002","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-640021","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-640022","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-640023","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-650015","Copper alloy","Stater (copper alloy)","Corieltavi",295000,111500
"CCI-660041","Copper alloy","Stater (copper alloy)","Corieltavi",438000,290000
"CCI-670028","Copper alloy","Stater (copper alloy)","Corieltavi",371700,179500
"CCI-670035","Silver","Unit (silver)","Corieltavi",497100,222500
"CCI-670039","Silver","Half unit (silver)","Corieltavi",448200,353600
"CCI-670041","Gold","Stater (gold)","Corieltavi",461500,307200
"CCI-680021","Gold","Stater (gold)","Corieltavi",459000,208000
"CCI-680025","Silver","Unit (silver)","Corieltavi",410000,199000
"CCI-680027","Silver","Half unit (silver)","Corieltavi",448200,353600
"CCI-68003","Silver","Unit (silver)","Corieltavi",448386,353820
"CCI-680035","Copper alloy","Stater (copper alloy)","Corieltavi",352000,212000
"CCI-690118","Gold","Stater (gold)","Corieltavi",459000,330000
"CCI-690123","Gold","Stater (gold)","Corieltavi",403000,329000
"CCI-690127","Gold","Stater (gold)","Corieltavi",430000,244000
"CCI-69013","Gold","Stater (gold)","Corieltavi",454000,298000
"CCI-690136","Gold","Stater (gold)","Corieltavi",434700,359100
"CCI-690138","Silver","Unit (silver)","Corieltavi",441000,327100
"CCI-710015","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-710017","Silver","Unit (silver)","Corieltavi",465000,350300
"CCI-710018","Silver","Unit (silver)","Corieltavi",441000,327000
"CCI-710019","Silver","Half unit (silver)","Corieltavi",441000,327000
"CCI-730067","Copper alloy","Stater (copper alloy)","Corieltavi",414978,214844
"CCI-730068","Gold","Stater (gold)","Corieltavi",414978,214844
"CCI-73007","Copper alloy","Stater (copper alloy)","Corieltavi",361400,266500
"CCI-730084","Silver","Unit (silver)","Corieltavi",408000,314000
"CCI-730097","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-730098","Silver","Half unit (silver)","Corieltavi",441000,327100
"CCI-730106","Gold","Stater (gold)","Corieltavi",439000,298000
